Date,TotalOI,PMPUL_OI,PMPUS_OI,SDL_OI,SDS_OI,SDD_OI,MML_OI,MMS_OI,MMD_OI,ORL_OI,ORS_OI,ORD_OI,NRL_OI,NRS_OI,TotalOI_Old,PMPUL_Old,PMPUS_Old,SDL_Old,SDS_Old,SDD_Old,MML_Old,MMS_Old,MMD_Old,ORL_Old,ORS_Old,ORD_Old,NRL_Old,NRS_Old,PMPUL_Concentration,PMPUS_Concentration,SDL_Concentration,SDS_Concentration,SDD_Concentration,MML_Concentration,MMS_Concentration,MMD_Concentration,ORL_Concentration,ORS_Concentration,ORD_Concentration,NRL_Concentration,NRS_Concentration,TotalT,PMPUL_T,PMPUS_T,SDL_T,SDS_T,SDD_T,MML_T,MMS_T,MMD_T,ORL_T,ORS_T,ORD_T,Gross_Long_Top4,Gross_Short_Top4,Gross_Long_Top8,Gross_Short_Top8,Net_Long_Top4,Net_Short_Top4,Net_Long_Top8,Net_Short_Top8,PMPUL_Clustering,PMPUL_PosSize,PMPUS_Clustering,PMPUS_PosSize,MML_Clustering,MML_PosSize,MMS_Clustering,MMS_PosSize,MMD_Clustering,MMD_PosSize,SDL_Clustering,SDL_PosSize,SDS_Clustering,SDS_PosSize,SDD_Clustering,SDD_PosSize,ORL_Clustering,ORL_PosSize,ORS_Clustering,ORS_PosSize,Name
2006-06-13,1044276,258629,347756,156931,92458,181783,105155,95457,123283,67912,40058,97270,53313,66211,1044276,258629,347756,156931,92458,181783,105155,95457,123283,67912,40058,97270,53313,66211,24.8,33.3,15.0,8.9,17.4,10.1,9.1,11.8,6.5,3.8,9.3,5.1,6.3,300,58.0,68.0,14.0,13.0,25.0,50.0,40.0,46.0,44.0,49.0,66.0,20.3,19.2,32.8,30.1,13.9,9.2,19.9,14.8,19.33,4459.12,22.67,5114.06,16.67,2103.1,13.33,2386.43,15.33,2680.07,4.67,11209.36,4.33,7112.15,8.33,7271.32,14.67,1543.45,16.33,817.51,Crude Oil (WTI)
2006-06-20,968619,225426,326817,161010,72723,176785,100497,97984,110135,61218,36985,81831,51717,65359,968619,225426,326817,161010,72723,176785,100497,97984,110135,61218,36985,81831,51717,65359,23.3,33.7,16.6,7.5,18.3,10.4,10.1,11.4,6.3,3.8,8.4,5.3,6.7,284,50.0,64.0,15.0,12.0,24.0,41.0,44.0,41.0,40.0,47.0,58.0,21.6,18.9,35.6,30.2,14.4,10.1,20.3,16.1,17.61,4508.52,22.54,5106.52,14.44,2451.15,15.49,2226.91,14.44,2686.22,5.28,10734.0,4.23,6060.25,8.45,7366.04,14.08,1530.45,16.55,786.91,Crude Oil (WTI)
2006-06-27,991500,232246,321001,153789,89150,173532,107394,80861,116499,63977,53696,88159,55904,68602,991500,232246,321001,153789,89150,173532,107394,80861,116499,63977,53696,88159,55904,68602,23.4,32.4,15.5,9.0,17.5,10.8,8.2,11.7,6.5,5.4,8.9,5.6,6.9,294,53.0,67.0,15.0,12.0,23.0,51.0,36.0,44.0,33.0,61.0,63.0,21.8,19.5,35.1,30.4,13.9,9.0,19.5,14.6,18.03,4382.0,22.79,4791.06,17.35,2105.76,12.24,2246.14,14.97,2647.7,5.1,10252.6,4.08,7429.17,7.82,7544.87,11.22,1938.7,20.75,880.26,Crude Oil (WTI)
2006-07-03,1013523,233687,327974,155009,94207,174497,118948,71219,119178,57218,59669,94393,60593,72386,1013523,233687,327974,155009,94207,174497,118948,71219,119178,57218,59669,94393,60593,72386,23.1,32.4,15.3,9.3,17.2,11.7,7.0,11.8,5.6,5.9,9.3,6.0,7.1,294,56.0,66.0,14.0,13.0,23.0,56.0,30.0,43.0,31.0,66.0,59.0,22.1,19.4,35.3,30.1,13.5,8.8,19.0,14.3,19.05,4172.98,22.45,4969.3,19.05,2124.07,10.2,2373.97,14.63,2771.58,4.76,11072.07,4.42,7246.69,7.82,7586.83,10.54,1845.74,22.45,904.08,Crude Oil (WTI)
2006-07-11,1061431,251672,342539,144483,100563,182298,127367,76723,127381,65836,58714,99100,63294,74113,1061431,251672,342539,144483,100563,182298,127367,76723,127381,65836,58714,99100,63294,74113,23.7,32.3,13.6,9.5,17.2,12.0,7.2,12.0,6.2,5.5,9.3,6.0,7.0,305,55.0,66.0,15.0,13.0,25.0,56.0,34.0,41.0,43.0,59.0,65.0,21.0,19.4,34.2,30.3,12.7,8.7,18.3,13.8,18.03,4575.85,21.64,5189.98,18.36,2274.41,11.15,2256.56,13.44,3106.85,4.92,9632.2,4.26,7735.62,8.2,7291.92,14.1,1531.07,19.34,995.15,Crude Oil (WTI)
2006-07-18,1086762,269930,369643,147621,104365,178929,134171,80651,135947,57648,54399,93357,69159,69471,1086762,269930,369643,147621,104365,178929,134171,80651,135947,57648,54399,93357,69159,69471,24.8,34.0,13.6,9.6,16.5,12.3,7.4,12.5,5.3,5.0,8.6,6.4,6.4,295,55.0,65.0,15.0,13.0,25.0,57.0,33.0,41.0,33.0,60.0,64.0,22.1,19.8,34.4,29.7,12.3,9.1,18.3,14.4,18.64,4907.82,22.03,5686.82,19.32,2353.88,11.19,2443.97,13.9,3315.78,5.08,9841.4,4.41,8028.08,8.47,7157.16,11.19,1746.91,20.34,906.65,Crude Oil (WTI)
2006-07-25,1051351,247532,335498,143693,110016,179222,118836,82395,134877,66256,42412,100339,60596,66592,1051351,247532,335498,143693,110016,179222,118836,82395,134877,66256,42412,100339,60596,66592,23.5,31.9,13.7,10.5,17.0,11.3,7.8,12.8,6.3,4.0,9.5,5.8,6.3,297,55.0,65.0,15.0,14.0,23.0,51.0,32.0,39.0,44.0,59.0,70.0,22.3,21.2,34.6,31.3,12.8,9.4,18.1,14.9,18.52,4500.58,21.89,5161.51,17.17,2330.12,10.77,2574.84,13.13,3458.38,5.05,9579.53,4.71,7858.29,7.74,7792.26,14.81,1505.82,19.87,718.85,Crude Oil (WTI)
2006-08-01,1109838,272164,369845,142649,108561,196156,125393,79786,142852,63831,43343,106874,59919,62421,1109838,272164,369845,142649,108561,196156,125393,79786,142852,63831,43343,106874,59919,62421,24.5,33.3,12.9,9.8,17.7,11.3,7.2,12.9,5.8,3.9,9.6,5.4,5.6,298,57.0,62.0,15.0,14.0,23.0,56.0,28.0,42.0,46.0,59.0,70.0,22.3,22.6,34.8,31.9,12.1,8.6,17.0,13.7,19.13,4774.81,20.81,5965.24,18.79,2239.16,9.4,2849.5,14.09,3401.24,5.03,9509.93,4.7,7754.36,7.72,8528.52,15.44,1387.63,19.8,734.63,Crude Oil (WTI)
2006-08-08,1164949,303212,398670,137312,110281,207440,133896,78891,145059,63716,48191,111801,62513,64616,1164949,303212,398670,137312,110281,207440,133896,78891,145059,63716,48191,111801,62513,64616,26.0,34.2,11.8,9.5,17.8,11.5,6.8,12.5,5.5,4.1,9.6,5.4,5.5,307,60.0,64.0,15.0,13.0,24.0,62.0,26.0,43.0,41.0,61.0,76.0,21.4,22.7,34.7,32.6,11.4,8.0,16.2,12.9,19.54,5053.53,20.85,6229.22,20.2,2159.61,8.47,3034.27,14.01,3373.47,4.89,9154.13,4.23,8483.15,7.82,8643.33,13.36,1554.05,19.87,790.02,Crude Oil (WTI)
2006-08-15,1209950,334249,431929,136768,113929,219191,119283,80161,145442,77018,32346,117762,60237,69190,1209950,334249,431929,136768,113929,219191,119283,80161,145442,77018,32346,117762,60237,69190,27.6,35.7,11.3,9.4,18.1,9.9,6.6,12.0,6.4,2.7,9.7,5.0,5.7,299,58.0,64.0,15.0,13.0,25.0,50.0,34.0,45.0,45.0,56.0,77.0,23.3,23.3,36.2,33.6,10.8,7.9,15.6,12.6,19.4,5762.91,21.4,6748.89,16.72,2385.66,11.37,2357.68,15.05,3232.04,5.02,9117.87,4.35,8763.77,8.36,8767.64,15.05,1711.51,18.73,577.61,Crude Oil (WTI)
